"ensembl_gene_id","entrezgene_id","hgnc_symbol"
"ENSG00000108604",6603,"SMARCD2"
"ENSG00000108654",1655,"DDX5"
"ENSG00000108671",5717,"PSMD11"
"ENSG00000108773",2648,"KAT2A"
"ENSG00000108788",6945,"MLX"
"ENSG00000108799",2145,"EZH1"
"ENSG00000108813",1748,"DLX4"
"ENSG00000108840",10014,"HDAC5"
"ENSG00000108854",64750,"SMURF2"
"ENSG00000108924",3131,"HLF"
"ENSG00000108946",5573,"PRKAR1A"
"ENSG00000109047",5957,"RCVRN"
"ENSG00000109072",7448,"VTN"
"ENSG00000109089",30850,"CDR2L"
"ENSG00000109101",8456,"FOXN1"
"ENSG00000109111",6830,"SUPT6H"
"ENSG00000109118",57649,"PHF12"
"ENSG00000109132",8929,"PHOX2B"
"ENSG00000109320",4790,"NFKB1"
"ENSG00000109381",1998,"ELF2"
"ENSG00000109445",27309,"ZNF330"
"ENSG00000109471",3558,"IL2"
"ENSG00000109670",55294,"FBXW7"
"ENSG00000109685",7468,"NSD2"
"ENSG00000109705",579,"NKX3-2"
"ENSG00000109787",51274,"KLF3"
"ENSG00000109790",51088,"KLHL5"
"ENSG00000109819",10891,"PPARGC1A"
"ENSG00000109851",120237,"DBX1"
"ENSG00000109854",10553,"HTATIP2"
"ENSG00000109906",7704,"ZBTB16"
"ENSG00000109911",26610,"ELP4"
"ENSG00000109917",8882,"ZPR1"
"ENSG00000110066",51111,"KMT5B"
"ENSG00000110171",10612,"TRIM3"
"ENSG00000110315",50862,"RNF141"
"ENSG00000110395",867,"CBL"
"ENSG00000110422",10114,"HIPK3"
"ENSG00000110680",796,"CALCA"
"ENSG00000110693",55553,"SOX6"
"ENSG00000110711",9049,"AIP"
"ENSG00000110768",2965,"GTF2H1"
"ENSG00000110777",5450,"POU2AF1"
"ENSG00000110851",11108,"PRDM4"
"ENSG00000110925",81566,"CSRNP2"
"ENSG00000110931",10645,"CAMKK2"
"ENSG00000110987",605,"BCL7A"
"ENSG00000111046",4618,"MYF6"
"ENSG00000111049",4617,"MYF5"
"ENSG00000111087",2735,"GLI1"
"ENSG00000111145",2004,"ELK3"
"ENSG00000111206",2305,"FOXM1"
"ENSG00000111249",23316,"CUX2"
"ENSG00000111261",54682,"MANSC1"
"ENSG00000111269",1389,"CREBL2"
"ENSG00000111276",1027,"CDKN1B"
"ENSG00000111358",2967,"GTF2H3"
"ENSG00000111424",7421,"VDR"
"ENSG00000111530",55832,"CAND1"
"ENSG00000111537",3458,"IFNG"
"ENSG00000111596",4848,"CNOT2"
"ENSG00000111602",8914,"TIMELESS"
"ENSG00000111641",4839,"NOP2"
"ENSG00000111642",1108,"CHD4"
"ENSG00000111653",51147,"ING4"
"ENSG00000111676",1822,"ATN1"
"ENSG00000111704",79923,"NANOG"
"ENSG00000111707",64426,"SUDS3"
"ENSG00000111727",29915,"HCFC2"
"ENSG00000111752",1911,"PHC1"
"ENSG00000111783",5992,"RFX4"
"ENSG00000111786",8683,"SRSF9"
"ENSG00000111802",51567,"TDP2"
"ENSG00000111875",25842,"ASF1A"
"ENSG00000111912",135112,"NCOA7"
"ENSG00000112033",5467,"PPARD"
"ENSG00000112041",7287,"TULP1"
"ENSG00000112062",1432,"MAPK14"
"ENSG00000112081",6428,"SRSF3"
"ENSG00000112118",4172,"MCM3"
"ENSG00000112130",9025,"RNF8"
"ENSG00000112175",653,"BMP5"
"ENSG00000112182",60468,"BACH2"
"ENSG00000112200",26036,"ZNF451"
"ENSG00000112214",9457,"FHL5"
"ENSG00000112232",202559,"KHDRBS2"
"ENSG00000112237",892,"CCNC"
"ENSG00000112238",59336,"PRDM13"
"ENSG00000112242",1871,"E2F3"
"ENSG00000112246",6492,"SIM1"
"ENSG00000112249",10973,"ASCC3"
"ENSG00000112282",9439,"MED23"
"ENSG00000112319",2070,"EYA4"
"ENSG00000112333",7101,"NR2E1"
"ENSG00000112343",10475,"TRIM38"
"ENSG00000112365",9841,"ZBTB24"
"ENSG00000112511",5252,"PHF1"
"ENSG00000112559",4188,"MDFI"
"ENSG00000112561",7942,"TFEB"
"ENSG00000112592",6908,"TBP"
"ENSG00000112658",6722,"SRF"
"ENSG00000112685",55770,"EXOC2"
"ENSG00000112739",8899,"PRPF4B"
"ENSG00000112837",9096,"TBX18"
"ENSG00000112983",10902,"BRD8"
"ENSG00000113068",5201,"PFDN1"
"ENSG00000113196",9421,"HAND1"
"ENSG00000113231",8622,"PDE8B"
"ENSG00000113262",2916,"GRM6"
"ENSG00000113300",57472,"CNOT6"
"ENSG00000113356",10622,"POLR3G"
"ENSG00000113387",10923,"SUB1"
"ENSG00000113430",50805,"IRX4"
"ENSG00000113520",3565,"IL4"
"ENSG00000113575",5515,"PPP2CA"
"ENSG00000113580",2908,"NR3C1"
"ENSG00000113595",373,"TRIM23"
"ENSG00000113649",10915,"TCERG1"
"ENSG00000113658",4090,"SMAD5"
"ENSG00000113716",22993,"HMGXB3"
"ENSG00000113722",1044,"CDX1"
"ENSG00000113761",23567,"ZNF346"
"ENSG00000113916",604,"BCL6"
"ENSG00000114013",942,"CD86"
"ENSG00000114062",7337,"UBE3A"
"ENSG00000114126",7029,"TFDP2"
"ENSG00000114166",8850,"KAT2B"
"ENSG00000114251",7474,"WNT5A"
"ENSG00000114315",3280,"HES1"
"ENSG00000114416",8087,"FXR1"
"ENSG00000114439",56987,"BBX"
"ENSG00000114446",55081,"IFT57"
"ENSG00000114554",5361,"PLXNA1"
"ENSG00000114626",80325,"ABTB1"
"ENSG00000114739",93,"ACVR2B"
"ENSG00000114853",92999,"ZBTB47"
"ENSG00000114861",27086,"FOXP1"
"ENSG00000115020",200576,"PIKFYVE"
"ENSG00000115041",30818,"KCNIP3"
"ENSG00000115112",29842,"TFCP2L1"
"ENSG00000115170",90,"ACVR1"
"ENSG00000115207",2976,"GTF3C2"
"ENSG00000115289",84759,"PCGF1"
"ENSG00000115297",3196,"TLX2"
"ENSG00000115350",56655,"POLE4"
"ENSG00000115415",6772,"STAT1"
"ENSG00000115421",64895,"PAPOLG"
"ENSG00000115484",10575,"CCT4"
"ENSG00000115507",5013,"OTX1"
"ENSG00000115548",55818,"KDM3A"
"ENSG00000115561",51652,"CHMP3"
"ENSG00000115568",7701,"ZNF142"
"ENSG00000115593",150572,"SMYD1"
"ENSG00000115641",2274,"FHL2"
"ENSG00000115661",8576,"STK16"
"ENSG00000115687",23178,"PASK"
"ENSG00000115738",3398,"ID2"
"ENSG00000115750",9014,"TAF1B"
"ENSG00000115756",3241,"HPCAL1"
"ENSG00000115816",10153,"CEBPZ"
"ENSG00000115844",1746,"DLX2"
"ENSG00000115942",4999,"ORC2"
"ENSG00000115956",5341,"PLEK"
"ENSG00000115966",1386,"ATF2"
"ENSG00000116016",2034,"EPAS1"
"ENSG00000116017",1820,"ARID3A"
"ENSG00000116030",7341,"SUMO1"
"ENSG00000116035",25806,"VAX2"
"ENSG00000116044",4780,"NFE2L2"
"ENSG00000116120",10056,"FARSB"
"ENSG00000116132",5396,"PRRX1"
"ENSG00000116205",127428,"TCEANC2"
"ENSG00000116254",26038,"CHD5"
"ENSG00000116273",148479,"PHF13"
"ENSG00000116455",79084,"WDR77"
"ENSG00000116478",3065,"HDAC1"
"ENSG00000116525",55223,"TRIM62"
"ENSG00000116539",55870,"ASH1L"
"ENSG00000116560",6421,"SFPQ"
"ENSG00000116580",54856,"GON4L"
"ENSG00000116604",4209,"MEF2D"
"ENSG00000116679",10625,"IVNS1ABP"
"ENSG00000116717",1647,"GADD45A"
"ENSG00000116731",7799,"PRDM2"
"ENSG00000116793",10745,"PHTF1"
"ENSG00000116809",7709,"ZBTB17"
"ENSG00000116819",339488,"TFAP2E"
"ENSG00000116830",8458,"TTF2"
"ENSG00000116833",2494,"NR5A2"
"ENSG00000116990",4610,"MYCL"
"ENSG00000117000",6018,"RLF"
"ENSG00000117010",127396,"ZNF684"
"ENSG00000117016",9783,"RIMS3"
"ENSG00000117036",2117,"ETV3"
"ENSG00000117139",10765,"KDM5B"
"ENSG00000117153",59349,"KLHL12"
"ENSG00000117174",54680,"ZNHIT6"
"ENSG00000117222",5929,"RBBP5"
"ENSG00000117318",3399,"ID3"
"ENSG00000117475",8548,"BLZF1"
"ENSG00000117505",1810,"DR1"
"ENSG00000117595",3664,"IRF6"
"ENSG00000117625",55758,"RCOR3"
"ENSG00000117707",5629,"PROX1"
"ENSG00000117713",8289,"ARID1A"
"ENSG00000117724",1063,"CENPF"
"ENSG00000117748",6118,"RPA2"
"ENSG00000117751",5511,"PPP1R8"
"ENSG00000118058",4297,"KMT2A"
"ENSG00000118156",84215,"ZNF541"
"ENSG00000118217",22926,"ATF6"
"ENSG00000118245",7141,"TNP1"
"ENSG00000118260",1385,"CREB1"
"ENSG00000118263",8609,"KLF7"
"ENSG00000118412",9994,"CASP8AP2"
"ENSG00000118418",9324,"HMGN3"
"ENSG00000118482",23469,"PHF3"
"ENSG00000118495",5325,"PLAGL1"
"ENSG00000118503",7128,"TNFAIP3"
"ENSG00000118513",4602,"MYB"
"ENSG00000118526",6943,"TCF21"
"ENSG00000118579",80306,"MED28"
"ENSG00000118620",80264,"ZNF430"
"ENSG00000118689",2309,"FOXO3"
"ENSG00000118707",60436,"TGIF2"
"ENSG00000118900",29855,"UBN1"
"ENSG00000118922",11278,"KLF12"
"ENSG00000118985",22936,"ELL2"
"ENSG00000119041",9330,"GTF3C3"
"ENSG00000119042",23314,"SATB2"
"ENSG00000119048",7320,"UBE2B"
"ENSG00000119138",687,"KLF9"
"ENSG00000119401",22954,"TRIM32"
"ENSG00000119403",26147,"PHF19"
"ENSG00000119508",8013,"NR4A3"
"ENSG00000119541",9525,"VPS4B"
"ENSG00000119547",9480,"ONECUT2"
"ENSG00000119559",148223,"C19orf25"
"ENSG00000119574",84878,"ZBTB45"
"ENSG00000119608",283571,"PROX2"
"ENSG00000119614",338917,"VSX2"
"ENSG00000119685",23093,"TTLL5"
"ENSG00000119705",81892,"SLIRP"
"ENSG00000119715",2103,"ESRRB"
"ENSG00000119725",57862,"ZNF410"
"ENSG00000119760",9913,"SUPT7L"
"ENSG00000119772",1788,"DNMT3A"
"ENSG00000119866",53335,"BCL11A"
"ENSG00000119919",159296,"NKX2-3"
"ENSG00000119950",4601,"MXI1"
"ENSG00000119969",3070,"HELLS"
"ENSG00000120049",30819,"KCNIP2"
"ENSG00000120068",3218,"HOXB8"
"ENSG00000120075",3215,"HOXB5"
"ENSG00000120093",3213,"HOXB3"
"ENSG00000120094",3211,"HOXB1"
"ENSG00000120149",4488,"MSX2"
"ENSG00000120533",56943,"ENY2"
"ENSG00000120616",80314,"EPC1"
"ENSG00000120656",6883,"TAF12"
"ENSG00000120669",54937,"SOHLH2"
"ENSG00000120690",1997,"ELF1"
"ENSG00000120693",4093,"SMAD9"
"ENSG00000120696",84078,"KBTBD7"
"ENSG00000120733",51780,"KDM3B"
"ENSG00000120738",1958,"EGR1"
"ENSG00000120784",22835,"ZFP30"
"ENSG00000120798",7181,"NR2C1"
"ENSG00000120802",7112,"TMPO"
"ENSG00000120832",80298,"MTERF2"
"ENSG00000120837",4801,"NFYB"
"ENSG00000120896",10174,"SORBS3"
"ENSG00000120948",23435,"TARDBP"
"ENSG00000120963",51123,"ZNF706"
"ENSG00000121022",10987,"COPS5"
"ENSG00000121058",8161,"COIL"
"ENSG00000121060",7706,"TRIM25"
"ENSG00000121068",6909,"TBX2"
"ENSG00000121075",9496,"TBX4"
"ENSG00000121236",117854,"TRIM6"
"ENSG00000121297",57616,"TSHZ3"
"ENSG00000121390",55269,"PSPC1"
"ENSG00000121406",256051,"ZNF549"
"ENSG00000121413",65982,"ZSCAN18"
"ENSG00000121417",10520,"ZNF211"
"ENSG00000121454",89884,"LHX4"
"ENSG00000121481",6045,"RNF2"
"ENSG00000121486",81627,"TRMT1L"
"ENSG00000121594",941,"CD80"
"ENSG00000121653",9479,"MAPK8IP1"
"ENSG00000121671",1408,"CRY2"
"ENSG00000121690",91614,"DEPDC7"
"ENSG00000121741",7750,"ZMYM2"
"ENSG00000121774",10657,"KHDRBS1"
"ENSG00000121864",51193,"ZNF639"
"ENSG00000121903",7579,"ZSCAN20"
"ENSG00000121905",3208,"HPCA"
"ENSG00000122034",2971,"GTF3A"
"ENSG00000122145",50945,"TBX22"
"ENSG00000122180",4656,"MYOG"
"ENSG00000122299",29066,"ZC3H7A"
"ENSG00000122386",7755,"ZNF205"
"ENSG00000122482",84146,"ZNF644"
"ENSG00000122515",83637,"ZMIZ2"
"ENSG00000122565",11335,"CBX3"
"ENSG00000122592",3204,"HOXA7"
"ENSG00000122641",3624,"INHBA"
"ENSG00000122691",7291,"TWIST1"
"ENSG00000122728",138474,"TAF1L"
"ENSG00000122778",57670,"KIAA1549"
"ENSG00000122779",8805,"TRIM24"
"ENSG00000122859",50674,"NEUROG3"
"ENSG00000122877",1959,"EGR2"
"ENSG00000122882",11319,"ECD"
"ENSG00000123064",79039,"DDX54"
"ENSG00000123066",23389,"MED13L"
"ENSG00000123095",79365,"BHLHE41"
"ENSG00000123124",11059,"WWP1"
"ENSG00000123143",5585,"PKN1"
"ENSG00000123200",23091,"ZC3H13"
"ENSG00000123219",64105,"CENPK"
"ENSG00000123240",10133,"OPTN"
"ENSG00000123268",466,"ATF1"
"ENSG00000123307",58158,"NEUROD4"
"ENSG00000123349",5204,"PFDN5"
"ENSG00000123358",3164,"NR4A1"
"ENSG00000123364",3229,"HOXC13"
"ENSG00000123374",1017,"CDK2"
"ENSG00000123388",3227,"HOXC11"
"ENSG00000123405",4778,"NFE2"
"ENSG00000123407",3228,"HOXC12"
"ENSG00000123411",64375,"IKZF4"
"ENSG00000123562",9643,"MORF4L2"
"ENSG00000123572",203447,"NRK"
"ENSG00000123576",80712,"ESX1"
"ENSG00000123594",92552,"ATXN3L"
"ENSG00000123609",9111,"NMI"
"ENSG00000123636",29994,"BAZ2B"
"ENSG00000123685",55509,"BATF3"
"ENSG00000123933",10608,"MXD4"
"ENSG00000124092",140690,"CTCFL"
"ENSG00000124126",57580,"PREX1"
"ENSG00000124151",8202,"NCOA3"
"ENSG00000124160",57727,"NCOA5"
"ENSG00000124177",84181,"CHD6"
"ENSG00000124191",84969,"TOX2"
"ENSG00000124193",6431,"SRSF6"
"ENSG00000124201",57169,"ZNFX1"
"ENSG00000124203",128611,"ZNF831"
"ENSG00000124216",6615,"SNAI1"
"ENSG00000124226",55905,"RNF114"
"ENSG00000124232",11317,"RBPJL"
"ENSG00000124256",81030,"ZBP1"
"ENSG00000124440",64344,"HIF3A"
"ENSG00000124444",79177,"ZNF576"
"ENSG00000124459",7596,"ZNF45"
"ENSG00000124496",55809,"TRERF1"
"ENSG00000124523",23408,"SIRT5"
"ENSG00000124575",3007,"H1-3"
"ENSG00000124610",3024,"H1-1"
"ENSG00000124613",346157,"ZNF391"
"ENSG00000124635",8970,"H2BC11"
"ENSG00000124641",9477,"MED20"
"ENSG00000124664",25803,"SPDEF"
"ENSG00000124762",1026,"CDKN1A"
"ENSG00000124766",6659,"SOX4"
"ENSG00000124782",6239,"RREB1"
"ENSG00000124788",6310,"ATXN1"
"ENSG00000124795",7913,"DEK"
"ENSG00000124813",860,"RUNX2"
"ENSG00000124827",9247,"GCM2"
"ENSG00000124831",9208,"LRRFIP1"
"ENSG00000124882",2069,"EREG"
"ENSG00000124920",745,"MYRF"
"ENSG00000125084",7471,"WNT1"
"ENSG00000125107",23019,"CNOT1"
"ENSG00000125285",11166,"SOX21"
"ENSG00000125347",3659,"IRF1"
"ENSG00000125352",7737,"RNF113A"
"ENSG00000125378",652,"BMP4"
"ENSG00000125398",6662,"SOX9"
"ENSG00000125462",10485,"MIR9-1HG"
"ENSG00000125482",7270,"TTF1"
"ENSG00000125484",9329,"GTF3C4"
"ENSG00000125492",56751,"BARHL1"
"ENSG00000125520",56731,"SLC2A4RG"
"ENSG00000125533",128408,"BHLHE23"
"ENSG00000125618",7849,"PAX8"
"ENSG00000125630",84172,"POLR1B"
"ENSG00000125651",2962,"GTF2F1"
"ENSG00000125686",5469,"MED1"
"ENSG00000125733",9322,"TRIP10"
"ENSG00000125740",2354,"FOSB"
"ENSG00000125798",3170,"FOXA2"
"ENSG00000125812",64412,"GZF1"
"ENSG00000125813",5075,"PAX1"
"ENSG00000125816",644524,"NKX2-4"
"ENSG00000125817",1059,"CENPB"
"ENSG00000125820",4821,"NKX2-2"
"ENSG00000125826",10616,"RBCK1"
"ENSG00000125835",6628,"SNRPB"
"ENSG00000125845",650,"BMP2"
"ENSG00000125846",7692,"ZNF133"
"ENSG00000125850",58495,"OVOL2"
"ENSG00000125870",6629,"SNRPB2"
"ENSG00000125878",6939,"TCF15"
"ENSG00000125885",84515,"MCM8"
"ENSG00000125931",4435,"CITED1"
"ENSG00000125944",10236,"HNRNPR"
"ENSG00000125945",80818,"ZNF436"
"ENSG00000125952",4149,"MAX"
"ENSG00000125968",3397,"ID1"
"ENSG00000126003",5326,"PLAGL2"
"ENSG00000126012",8242,"KDM5C"
"ENSG00000126016",154796,"AMOT"
"ENSG00000126215",7517,"XRCC3"
"ENSG00000126351",7067,"THRA"
"ENSG00000126368",9572,"NR1D1"
"ENSG00000126456",3661,"IRF3"
"ENSG00000126461",58506,"SCAF1"
"ENSG00000126464",57479,"PRR12"
"ENSG00000126561",6776,"STAT5A"
"ENSG00000126603",84662,"GLIS2"
"ENSG00000126705",27245,"AHDC1"
"ENSG00000126733",117154,"DACH2"
"ENSG00000126746",171017,"ZNF384"
"ENSG00000126752",6756,"SSX1"
"ENSG00000126767",2002,"ELK1"
"ENSG00000126778",6495,"SIX1"
"ENSG00000126804",22890,"ZBTB1"
"ENSG00000126856",11105,"PRDM7"
"ENSG00000126870",55112,"DYNC2I1"
"ENSG00000126945",3188,"HNRNPH2"
"ENSG00000127081",83744,"ZNF484"
"ENSG00000127124",59269,"HIVEP3"
"ENSG00000127152",64919,"BCL11B"
"ENSG00000127337",8089,"YEATS4"
"ENSG00000127419",84286,"TMEM175"
"ENSG00000127481",23352,"UBR4"
"ENSG00000127483",50809,"HP1BP3"
"ENSG00000127511",23309,"SIN3B"
"ENSG00000127528",10365,"KLF2"
"ENSG00000127603",23499,"MACF1"
"ENSG00000127616",6597,"SMARCA4"
"ENSG00000127663",23030,"KDM4B"
"ENSG00000127870",6049,"RNF6"
"ENSG00000127903",90485,"ZNF835"
"ENSG00000127914",10142,"AKAP9"
"ENSG00000127989",7978,"MTERF1"
"ENSG00000128000",163131,"ZNF780B"
"ENSG00000128016",7538,"ZFP36"
"ENSG00000128245",7533,"YWHAH"
"ENSG00000128271",135,"ADORA2A"
"ENSG00000128272",468,"ATF4"
"ENSG00000128276",10738,"RFPL3"
"ENSG00000128482",7732,"RNF112"
"ENSG00000128563",79706,"PRKRIP1"
"ENSG00000128573",93986,"FOXP2"
"ENSG00000128604",3663,"IRF5"
"ENSG00000128610",389549,"FEZF1"
"ENSG00000128645",3231,"HOXD1"
"ENSG00000128652",3232,"HOXD3"
"ENSG00000128709",3235,"HOXD9"
"ENSG00000128710",3236,"HOXD10"
"ENSG00000128713",3237,"HOXD11"
"ENSG00000128714",3239,"HOXD13"
"ENSG00000128805",58504,"ARHGAP22"
"ENSG00000128886",80237,"ELL3"
"ENSG00000129028",56906,"THAP10"
"ENSG00000129071",8930,"MBD4"
"ENSG00000129152",4654,"MYOD1"
"ENSG00000129170",8048,"CSRP3"
"ENSG00000129173",79733,"E2F8"
"ENSG00000129194",6665,"SOX15"
"ENSG00000129245",9513,"FXR2"
"ENSG00000129315",904,"CCNT1"
"ENSG00000129351",3609,"ILF3"
"ENSG00000129514",3169,"FOXA1"
"ENSG00000129515",58533,"SNX6"
"ENSG00000129521",112399,"EGLN3"
"ENSG00000129534",55320,"MIS18BP1"
"ENSG00000129535",4901,"NRL"
"ENSG00000129559",4738,"NEDD8"
"ENSG00000129654",2302,"FOXJ1"
"ENSG00000129691",9070,"ASH2L"
"ENSG00000129757",1028,"CDKN1C"
"ENSG00000129864",9084,"VCY"
"ENSG00000129911",83855,"KLF16"
"ENSG00000129993",863,"CBFA2T3"
"ENSG00000130024",55274,"PHF10"
"ENSG00000130165",84337,"ELOF1"
"ENSG00000130182",84891,"ZSCAN10"
"ENSG00000130254",9667,"SAFB2"
"ENSG00000130338",56995,"TULP4"
"ENSG00000130382",4298,"MLLT1"
"ENSG00000130396",4301,"AFDN"
"ENSG00000130511",170463,"SSBP4"
"ENSG00000130518",80726,"IQCN"
"ENSG00000130522",3727,"JUND"
"ENSG00000130544",79230,"ZNF557"
"ENSG00000130584",140685,"ZBTB46"
"ENSG00000130589",85441,"HELZ2"
"ENSG00000130675",3110,"MNX1"
"ENSG00000130684",26152,"ZNF337"
"ENSG00000130699",6874,"TAF4"
"ENSG00000130700",140628,"GATA5"
"ENSG00000130711",59335,"PRDM12"
"ENSG00000130726",10155,"TRIM28"
"ENSG00000130749",23211,"ZC3H4"
"ENSG00000130751",4861,"NPAS1"
"ENSG00000130772",54797,"MED18"
"ENSG00000130803",57693,"ZNF317"
"ENSG00000130810",56342,"PPAN"
"ENSG00000130816",1786,"DNMT1"
"ENSG00000130818",79088,"ZNF426"
"ENSG00000130827",55558,"PLXNA3"
"ENSG00000130844",55422,"ZNF331"
"ENSG00000130856",7776,"ZNF236"
"ENSG00000130940",54897,"CASZ1"
"ENSG00000130956",22927,"HABP4"
"ENSG00000131051",9584,"RBM39"
"ENSG00000131061",84905,"ZNF341"
"ENSG00000131115",7770,"ZNF227"
"ENSG00000131116",126299,"ZNF428"
"ENSG00000131127",7700,"ZNF141"
"ENSG00000131165",5119,"CHMP1A"
"ENSG00000131188",80758,"PRR7"
"ENSG00000131196",4772,"NFATC1"
"ENSG00000131263",51132,"RLIM"
"ENSG00000131264",1046,"CDX4"
"ENSG00000131381",64145,"RBSN"
"ENSG00000131408",7376,"NR1H2"
"ENSG00000131435",8572,"PDLIM4"
"ENSG00000131475",84313,"VPS25"
"ENSG00000131653",84231,"TRAF7"
"ENSG00000131668",56033,"BARX1"
"ENSG00000131721",84528,"RHOXF2"
"ENSG00000131759",5914,"RARA"
"ENSG00000131773",10656,"KHDRBS3"
"ENSG00000131778",9557,"CHD1L"
"ENSG00000131788",10401,"PIAS3"
"ENSG00000131845",57343,"ZNF304"
"ENSG00000131848",79149,"ZSCAN5A"
"ENSG00000131849",7691,"ZNF132"
"ENSG00000131910",8431,"NR0B2"
"ENSG00000131914",79727,"LIN28A"
"ENSG00000131931",55145,"THAP1"
"ENSG00000132003",65249,"ZSWIM4"
"ENSG00000132005",5989,"RFX1"
"ENSG00000132010",7568,"ZNF20"
"ENSG00000132024",54862,"CC2D1A"
"ENSG00000132109",6737,"TRIM21"
"ENSG00000132170",5468,"PPARG"
"ENSG00000132256",85363,"TRIM5"
"ENSG00000132274",10346,"TRIM22"
"ENSG00000132326",8864,"PER2"
"ENSG00000132341",5901,"RAN"
"ENSG00000132382",10514,"MYBBP1A"
"ENSG00000132434",55915,"LANCL2"
"ENSG00000132478",85451,"UNK"
"ENSG00000132481",91107,"TRIM47"
"ENSG00000132485",9406,"ZRANB2"
"ENSG00000132522",2874,"GPS2"
"ENSG00000132570",84105,"PCBD2"
"ENSG00000132600",54496,"PRMT7"
"ENSG00000132604",7014,"TERF2"
"ENSG00000132640",22903,"BTBD3"
"ENSG00000132646",5111,"PCNA"
"ENSG00000132664",10621,"POLR3F"
"ENSG00000132694",9826,"ARHGEF11"
"ENSG00000132740",3508,"IGHMBP2"
"ENSG00000132773",114034,"TOE1"
"ENSG00000132792",56259,"CTNNBL1"
"ENSG00000132846",84327,"ZBED3"
"ENSG00000132964",1024,"CDK8"
"ENSG00000133030",23164,"MPRIP"
"ENSG00000133111",5994,"RFXAP"
"ENSG00000133142",79921,"TCEAL4"
"ENSG00000133169",55859,"BEX1"
"ENSG00000133226",10250,"SRRM1"
"ENSG00000133243",55643,"BTBD2"
"ENSG00000133247",84787,"KMT5C"
"ENSG00000133250",84330,"ZNF414"
"ENSG00000133302",84250,"SLF1"
"ENSG00000133398",84246,"MED10"
"ENSG00000133606",23608,"MKRN1"
"ENSG00000133619",84626,"KRBA1"
"ENSG00000133639",694,"BTG1"
"ENSG00000133740",1875,"E2F5"
"ENSG00000133773",29080,"CCDC59"
"ENSG00000133794",406,"BMAL1"
"ENSG00000133884",5977,"DPF2"
"ENSG00000133895",4221,"MEN1"
"ENSG00000133937",145258,"GSC"
"ENSG00000133997",10001,"MED6"
"ENSG00000134014",55140,"ELP3"
"ENSG00000134046",8932,"MBD2"
"ENSG00000134058",1022,"CDK7"
"ENSG00000134086",7428,"VHL"
"ENSG00000134107",8553,"BHLHE40"
"ENSG00000134138",4212,"MEIS2"
"ENSG00000134250",4853,"NOTCH2"
"ENSG00000134317",29841,"GRHL1"
"ENSG00000134323",4613,"MYCN"
"ENSG00000134363",10468,"FST"
"ENSG00000134398",10595,"ERN2"
"ENSG00000134438",30062,"RAX"
"ENSG00000134480",902,"CCNH"
"ENSG00000134532",6660,"SOX5"
"ENSG00000134551",5555,"PRH2"
"ENSG00000134574",1643,"DDB2"
"ENSG00000134595",6658,"SOX3"
"ENSG00000134668",90853,"SPOCD1"
"ENSG00000134744",23318,"TUT4"
"ENSG00000134758",51444,"RNF138"
"ENSG00000134759",55250,"ELP2"
"ENSG00000134815",9704,"DHX34"
"ENSG00000134852",9575,"CLOCK"
"ENSG00000134874",22873,"DZIP1"
"ENSG00000134954",2113,"ETS1"
"ENSG00000134982",324,"APC"
"ENSG00000135100",6927,"HNF1A"
"ENSG00000135111",6926,"TBX3"
"ENSG00000135144",1840,"DTX1"
"ENSG00000135148",10906,"TRAFD1"
"ENSG00000135164",9988,"DMTF1"
"ENSG00000135218",948,"CD36"
"ENSG00000135299",22881,"ANKRD6"
"ENSG00000135363",4005,"LMO2"
"ENSG00000135365",51317,"PHF21A"
"ENSG00000135373",26298,"EHF"
"ENSG00000135374",2001,"ELF5"
"ENSG00000135441",2647,"BLOC1S1"
"ENSG00000135457",7024,"TFCP2"
"ENSG00000135476",9700,"ESPL1"
"ENSG00000135482",84872,"ZC3H10"
"ENSG00000135502",NA,"SLC26A10P"
"ENSG00000135503",91,"ACVR1B"
"ENSG00000135519",23416,"KCNH3"
"ENSG00000135547",23493,"HEY2"
"ENSG00000135625",1961,"EGR4"
"ENSG00000135638",2016,"EMX1"
"ENSG00000135679",4193,"MDM2"
"ENSG00000135686",79786,"KLHL36"
"ENSG00000135766",54583,"EGLN1"
"ENSG00000135801",27097,"TAF5L"
"ENSG00000135870",149041,"RC3H1"
"ENSG00000135899",3431,"SP110"
"ENSG00000135903",5077,"PAX3"
"ENSG00000135912",9654,"TTLL4"
"ENSG00000135999",26122,"EPC2"
"ENSG00000136040",10154,"PLXNC1"
"ENSG00000136045",11137,"PWP1"
"ENSG00000136100",51028,"VPS36"
"ENSG00000136144",55213,"RCBTB1"
"ENSG00000136146",29079,"MED4"
"ENSG00000136147",51131,"PHF11"
"ENSG00000136153",4008,"LMO7"
"ENSG00000136169",83852,"SETDB2"
"ENSG00000136237",9771,"RAPGEF5"
"ENSG00000136243",11097,"NUP42"
"ENSG00000136244",3569,"IL6"
"ENSG00000136327",26257,"NKX2-8"
"ENSG00000136352",7080,"NKX2-1"
"ENSG00000136367",85446,"ZFHX2"
"ENSG00000136450",6426,"SRSF1"
"ENSG00000136451",7716,"VEZF1"
"ENSG00000136492",83990,"BRIP1"
"ENSG00000136504",11143,"KAT7"
"ENSG00000136518",86,"ACTL6A"
"ENSG00000136535",10716,"TBR1"
"ENSG00000136574",2626,"GATA4"
"ENSG00000136603",6498,"SKIL"
"ENSG00000136630",3142,"HLX"
"ENSG00000136715",79595,"SAP130"
